student_id,roll_number,cohort,academic_year,semester,checkpoint_week,department,batch,section,snapshot_type,current_gpa,current_cgpa,previous_gpa,previous_cgpa,gpa_change,internal_marks_average,midterm_marks_average,quiz_average,assignment_average,practical_marks_average,assessment_trend,assignment_completion_rate,current_attendance_percentage,attendance_last_30_days,attendance_trend,consecutive_absence_days,total_absent_days,recent_absence_rate,projected_final_attendance,current_backlog_count,previous_backlog_count,total_historical_backlogs,new_backlogs_last_semester,repeated_backlog_subject_count,backlog_growth_rate,assessment_participation_rate,recent_engagement_score,engagement_trend,fee_status,fee_arrears_amount,payment_delay_days,installment_pending,prolonged_absence_flag,prolonged_absence_days,academic_decline_flag,repeated_backlog_flag,engagement_decline_flag
S0164,24100164,2024,2022-23,2,6,DEPT_CSE,2024,B,historical,7.61,7.74,7.58,7.84,0.03,62.6,58.7,67.2,69.2,60.3,stable,0.45,83.6,83.7,stable,1,9,0.16,82.1,0,0,1,0,0,0.0,0.39,0.49,stable,paid,0,0,False,False,0,False,False,False
S0164,24100164,2024,2023-24,3,6,DEPT_CSE,2024,B,historical,7.47,7.72,7.63,7.66,-0.16,51.8,48.8,61.0,55.0,59.3,stable,0.44,90.9,89.1,declining,3,6,0.11,91.6,0,0,0,1,0,0.0,0.51,0.51,stable,paid,0,0,False,False,0,False,False,False
S0164,24100164,2024,2024-25,4,6,DEPT_CSE,2024,B,historical,8.1,7.8,7.82,8.02,0.29,63.6,59.0,67.6,72.9,54.0,improving,0.51,85.8,86.4,stable,0,7,0.14,85.4,1,0,2,0,0,1.0,0.56,0.52,stable,paid,0,0,False,False,0,False,False,False
S0164,24100164,2024,2026-27,5,6,DEPT_CSE,2024,B,current,7.45,7.64,7.59,7.61,-0.14,69.7,70.1,68.1,83.3,79.7,stable,0.42,86.1,89.4,improving,3,8,0.11,88.7,1,1,3,0,1,0.0,0.47,0.49,stable,paid,0,0,False,False,0,False,True,False
S0165,24100165,2024,2021-22,1,6,DEPT_CSE,2024,B,historical,7.02,7.08,7.09,6.97,-0.07,53.8,68.3,46.6,54.9,60.1,stable,0.57,82.6,84.3,improving,0,9,0.16,81.6,0,0,2,0,0,0.0,0.62,0.58,stable,pending,3586,0,True,False,0,False,False,False
S0165,24100165,2024,2022-23,2,6,DEPT_CSE,2024,B,historical,7.19,7.33,7.51,7.61,-0.32,52.8,63.4,44.0,53.2,57.8,declining,0.58,89.5,85.6,declining,2,10,0.14,87.7,0,0,0,0,0,0.0,0.57,0.56,stable,paid,0,0,False,False,0,True,False,False
S0165,24100165,2024,2023-24,3,6,DEPT_CSE,2024,B,historical,7.17,7.21,7.2,7.14,-0.03,52.8,50.2,51.6,63.5,74.0,stable,0.58,85.3,87.7,improving,0,10,0.12,82.5,0,0,2,0,0,0.0,0.6,0.58,stable,paid,0,0,False,False,0,False,False,False
S0165,24100165,2024,2024-25,4,6,DEPT_CSE,2024,B,historical,7.13,7.09,7.34,7.15,-0.2,58.1,59.1,46.6,59.3,55.7,stable,0.58,95.6,97.0,improving,1,4,0.03,95.1,0,0,0,0,0,0.0,0.6,0.59,stable,overdue,29050,47,True,False,0,False,False,False
S0165,24100165,2024,2026-27,5,6,DEPT_CSE,2024,B,current,7.39,7.58,7.59,7.89,-0.2,55.5,51.0,45.8,60.2,63.9,stable,0.57,87.3,86.7,stable,2,7,0.13,88.1,0,0,0,0,0,0.0,0.53,0.55,stable,paid,0,0,False,False,0,False,False,False
S0166,24100166,2024,2021-22,1,6,DEPT_CSE,2024,B,historical,7.51,7.65,7.95,8.35,-0.44,57.4,59.3,56.4,56.7,48.0,declining,0.59,93.0,92.2,stable,1,4,0.08,91.6,0,0,1,0,0,0.0,0.63,0.64,stable,paid,0,0,False,False,0,True,False,False
S0166,24100166,2024,2022-23,2,6,DEPT_CSE,2024,B,historical,7.4,7.42,7.31,7.23,0.09,57.8,58.9,66.3,61.4,75.8,stable,0.64,91.5,87.9,declining,0,3,0.12,91.2,0,0,0,1,0,0.0,0.61,0.69,stable,paid,0,0,False,False,0,False,False,False
S0166,24100166,2024,2023-24,3,6,DEPT_CSE,2024,B,historical,7.77,7.67,7.52,7.56,0.26,53.8,64.3,48.5,51.7,57.6,improving,0.67,91.9,86.7,declining,3,5,0.13,90.0,0,0,0,0,0,0.0,0.64,0.65,stable,paid,0,0,False,False,0,False,False,False
S0166,24100166,2024,2024-25,4,6,DEPT_CSE,2024,B,historical,7.73,7.78,7.97,8.06,-0.25,57.9,54.0,61.1,65.0,60.3,stable,0.64,95.3,97.4,improving,3,8,0.03,96.7,0,0,1,0,0,0.0,0.58,0.62,stable,paid,0,0,False,False,0,False,False,False
S0166,24100166,2024,2026-27,5,6,DEPT_CSE,2024,B,current,7.76,7.57,7.2,7.34,0.56,64.7,65.4,69.7,67.8,69.1,improving,0.68,92.9,96.1,improving,0,5,0.04,95.3,0,0,1,0,0,0.0,0.64,0.66,stable,paid,0,0,False,False,0,False,False,False
S0167,24100167,2024,2021-22,1,6,DEPT_CSE,2024,B,historical,8.61,8.34,8.44,8.23,0.17,61.2,61.7,69.4,65.4,74.7,stable,0.47,72.8,69.5,declining,1,14,0.3,71.3,0,0,0,1,0,0.0,0.48,0.46,stable,paid,0,0,False,False,0,False,False,False
S0167,24100167,2024,2022-23,2,6,DEPT_CSE,2024,B,historical,8.17,8.33,8.26,7.91,-0.09,61.9,61.5,71.8,67.2,63.3,stable,0.5,73.2,74.2,stable,1,17,0.26,73.9,0,0,2,0,0,0.0,0.41,0.48,stable,overdue,40143,15,True,False,0,False,False,False
S0167,24100167,2024,2023-24,3,6,DEPT_CSE,2024,B,historical,8.29,8.55,8.43,8.32,-0.13,68.4,72.4,69.7,74.9,58.8,stable,0.53,71.0,71.4,stable,2,17,0.29,69.4,0,0,1,0,0,0.0,0.5,0.49,stable,paid,0,0,False,False,0,False,False,False
S0167,24100167,2024,2024-25,4,6,DEPT_CSE,2024,B,historical,8.64,8.88,8.97,8.9,-0.33,67.3,74.2,71.4,75.5,69.6,declining,0.49,73.1,70.9,declining,0,15,0.29,74.5,0,0,0,0,0,0.0,0.49,0.47,stable,paid,0,0,False,False,0,True,False,False
S0167,24100167,2024,2026-27,5,6,DEPT_CSE,2024,B,current,8.16,8.17,8.5,8.26,-0.34,60.5,56.0,48.8,68.0,61.9,declining,0.42,68.6,65.1,declining,1,20,0.35,66.7,0,0,2,0,0,0.0,0.46,0.41,declining,paid,0,0,False,False,0,True,False,True
S0168,24100168,2024,2021-22,1,6,DEPT_CSE,2024,B,historical,6.31,6.4,6.21,6.44,0.1,52.5,50.3,48.9,55.7,58.2,stable,0.95,79.2,85.3,improving,2,12,0.15,82.7,1,0,2,0,0,1.0,0.9,0.9,stable,paid,0,0,False,False,0,False,False,False
S0168,24100168,2024,2022-23,2,6,DEPT_CSE,2024,B,historical,6.95,7.2,7.46,7.48,-0.51,56.0,62.4,65.2,65.0,66.4,declining,0.84,79.7,82.6,improving,2,17,0.17,78.9,1,1,1,0,1,0.0,0.9,0.82,stable,paid,0,0,False,False,0,True,True,False
S0168,24100168,2024,2023-24,3,6,DEPT_CSE,2024,B,historical,6.67,6.62,6.4,6.43,0.27,55.5,50.1,67.3,62.7,50.7,improving,0.78,83.0,81.4,declining,2,12,0.19,80.3,1,1,2,0,1,0.0,0.84,0.81,stable,paid,0,0,False,False,0,False,True,False
S0168,24100168,2024,2024-25,4,6,DEPT_CSE,2024,B,historical,6.79,7.17,7.2,7.0,-0.41,51.8,47.4,51.7,58.9,60.5,declining,0.87,77.0,75.7,declining,2,18,0.24,75.6,1,1,3,0,1,0.0,0.88,0.88,stable,overdue,21130,20,True,False,0,True,True,False
S0168,24100168,2024,2026-27,5,6,DEPT_CSE,2024,B,current,6.78,6.93,6.86,6.82,-0.08,56.9,57.4,52.6,61.7,56.5,stable,0.9,82.8,80.2,declining,0,15,0.2,81.4,1,1,3,0,1,0.0,0.81,0.87,stable,paid,0,0,False,False,0,False,True,False
S0169,24100169,2024,2021-22,1,6,DEPT_CSE,2024,B,historical,6.0,5.79,5.44,5.47,0.56,54.6,55.5,54.8,50.0,65.1,improving,0.51,82.1,80.3,declining,1,13,0.2,80.8,0,0,2,1,0,0.0,0.54,0.5,stable,paid,0,0,False,False,0,False,False,False
S0169,24100169,2024,2022-23,2,6,DEPT_CSE,2024,B,historical,5.78,6.05,6.15,6.35,-0.37,49.8,47.3,52.8,53.4,46.6,declining,0.58,83.2,82.1,declining,3,11,0.18,82.4,1,0,3,1,0,1.0,0.53,0.55,stable,paid,0,0,False,False,0,True,False,False
S0169,24100169,2024,2023-24,3,6,DEPT_CSE,2024,B,historical,6.17,6.24,6.58,6.43,-0.41,41.3,44.6,42.0,43.8,51.4,declining,0.52,88.5,88.7,stable,2,10,0.11,88.0,1,1,2,0,1,0.0,0.51,0.55,stable,paid,0,0,False,False,0,True,True,False
S0169,24100169,2024,2024-25,4,6,DEPT_CSE,2024,B,historical,5.56,5.6,5.58,5.34,-0.01,44.1,49.7,40.9,49.1,40.5,stable,0.58,84.0,82.4,declining,3,8,0.18,82.0,1,1,1,0,1,0.0,0.61,0.55,stable,paid,0,0,False,False,0,True,True,False
S0169,24100169,2024,2026-27,5,6,DEPT_CSE,2024,B,current,6.37,6.57,6.47,6.37,-0.11,49.7,41.6,46.6,52.6,51.7,stable,0.49,84.7,84.5,stable,3,7,0.16,84.3,1,1,3,0,1,0.0,0.56,0.5,stable,overdue,9342,15,True,False,0,False,True,False
S0170,24100170,2024,2021-22,1,6,DEPT_CSE,2024,B,historical,8.0,8.29,8.7,8.79,-0.7,71.1,76.8,76.5,75.9,86.7,declining,0.42,90.8,90.0,stable,1,6,0.1,89.6,0,0,1,0,0,0.0,0.48,0.48,stable,overdue,24806,21,True,False,0,True,False,False
S0170,24100170,2024,2022-23,2,6,DEPT_CSE,2024,B,historical,7.62,7.38,6.99,6.75,0.63,71.8,76.9,60.7,82.3,70.0,improving,0.57,92.5,88.3,declining,2,7,0.12,92.9,0,0,2,0,0,0.0,0.43,0.48,stable,overdue,17484,20,True,False,0,False,False,False
S0170,24100170,2024,2023-24,3,6,DEPT_CSE,2024,B,historical,7.82,7.56,7.48,7.6,0.33,64.2,63.8,66.8,69.7,71.2,improving,0.4,88.4,84.1,declining,0,8,0.16,86.2,0,0,0,0,0,0.0,0.5,0.45,stable,paid,0,0,False,False,0,False,False,False
S0170,24100170,2024,2024-25,4,6,DEPT_CSE,2024,B,historical,7.43,7.08,7.18,7.25,0.25,63.5,70.6,70.7,71.2,60.5,stable,0.43,85.1,79.5,declining,1,13,0.21,82.0,0,0,1,0,0,0.0,0.43,0.43,declining,paid,0,0,False,False,0,False,False,True
S0170,24100170,2024,2026-27,5,6,DEPT_CSE,2024,B,current,7.47,7.32,7.43,7.41,0.04,55.2,49.0,65.4,67.3,62.6,stable,0.59,89.4,90.3,stable,2,10,0.1,89.4,0,0,2,1,0,0.0,0.42,0.53,stable,paid,0,0,False,False,0,False,False,False
S0171,24100171,2024,2021-22,1,6,DEPT_CSE,2024,B,historical,6.32,6.3,6.29,6.47,0.04,49.8,45.9,60.8,53.5,38.2,stable,0.76,84.3,84.9,stable,2,12,0.15,87.0,1,0,3,1,0,1.0,0.75,0.76,stable,paid,0,0,False,False,0,False,False,False
S0171,24100171,2024,2022-23,2,6,DEPT_CSE,2024,B,historical,6.04,6.26,6.25,6.33,-0.21,42.2,42.8,46.4,47.4,39.6,stable,0.79,93.6,89.3,declining,1,4,0.11,92.3,1,1,3,1,1,0.0,0.82,0.76,stable,paid,0,0,False,False,0,True,True,False
S0171,24100171,2024,2023-24,3,6,DEPT_CSE,2024,B,historical,6.4,6.23,6.12,6.06,0.29,44.2,40.3,48.1,48.2,44.2,improving,0.81,81.1,75.7,declining,0,14,0.24,78.5,2,1,2,0,1,0.5,0.78,0.81,stable,paid,0,0,False,False,0,True,True,False
S0171,24100171,2024,2024-25,4,6,DEPT_CSE,2024,B,historical,6.58,6.28,5.7,5.61,0.87,62.0,67.4,58.1,68.2,60.6,improving,0.65,85.5,86.1,stable,1,10,0.14,86.1,2,2,4,0,1,0.0,0.85,0.75,stable,paid,0,0,False,False,0,False,True,False
S0171,24100171,2024,2026-27,5,6,DEPT_CSE,2024,B,current,6.65,6.73,6.86,6.82,-0.2,62.0,59.6,71.4,63.9,43.7,stable,0.69,84.8,87.1,improving,2,11,0.13,86.5,1,2,4,0,1,-0.33,0.66,0.7,stable,pending,3335,0,True,False,0,False,True,False
S0172,24100172,2024,2021-22,1,6,DEPT_CSE,2024,B,historical,7.27,7.51,8.06,8.12,-0.78,45.1,53.6,36.5,48.3,39.5,declining,0.89,85.9,85.5,stable,1,10,0.15,87.6,0,0,0,0,0,0.0,0.93,0.91,stable,pending,1735,0,True,False,0,True,False,False
S0172,24100172,2024,2022-23,2,6,DEPT_CSE,2024,B,historical,7.18,7.67,7.9,7.58,-0.72,54.2,47.1,61.3,59.2,70.3,declining,0.95,91.1,87.9,declining,2,6,0.12,90.3,0,0,0,0,0,0.0,0.92,0.92,stable,paid,0,0,False,False,0,True,False,False
S0172,24100172,2024,2023-24,3,6,DEPT_CSE,2024,B,historical,7.68,7.3,7.07,7.28,0.61,69.0,57.8,75.5,74.7,60.1,improving,0.82,94.6,93.7,stable,1,4,0.06,95.0,0,0,2,0,0,0.0,0.89,0.88,stable,overdue,31836,14,True,False,0,False,False,False
S0172,24100172,2024,2024-25,4,6,DEPT_CSE,2024,B,historical,7.5,7.23,6.98,6.94,0.52,56.8,59.1,66.9,73.1,56.7,improving,0.86,89.4,91.3,improving,2,9,0.09,90.4,0,0,0,1,0,0.0,0.83,0.87,stable,overdue,38168,22,True,False,0,False,False,False
S0172,24100172,2024,2026-27,5,6,DEPT_CSE,2024,B,current,7.5,7.34,7.32,7.18,0.18,63.0,61.7,54.2,66.5,65.1,stable,0.91,97.5,99.0,improving,3,3,0.01,99.0,1,0,1,1,0,1.0,0.86,0.9,stable,overdue,14253,42,True,False,0,False,False,False
S0173,24100173,2024,2021-22,1,6,DEPT_CSE,2024,B,historical,6.67,6.97,7.43,7.21,-0.77,47.3,48.1,37.6,53.9,53.1,declining,0.73,78.7,80.8,improving,2,11,0.19,77.5,0,0,2,0,0,0.0,0.69,0.72,stable,paid,0,0,False,False,0,True,False,False
S0173,24100173,2024,2022-23,2,6,DEPT_CSE,2024,B,historical,6.61,6.92,6.87,6.75,-0.26,52.5,50.6,53.9,54.5,60.8,declining,0.75,83.1,78.6,declining,1,12,0.21,83.4,0,0,0,0,0,0.0,0.7,0.71,stable,paid,0,0,False,False,0,True,False,False
S0173,24100173,2024,2023-24,3,6,DEPT_CSE,2024,B,historical,6.79,6.77,6.7,6.54,0.09,61.7,64.9,53.1,65.4,65.1,stable,0.71,74.9,73.9,declining,0,13,0.26,75.7,0,0,2,0,0,0.0,0.65,0.64,stable,paid,0,0,False,False,0,False,False,False
S0173,24100173,2024,2024-25,4,6,DEPT_CSE,2024,B,historical,6.56,6.52,6.17,5.93,0.39,56.6,62.2,56.9,61.4,57.6,improving,0.61,80.1,81.4,improving,0,10,0.19,83.7,0,0,2,1,0,0.0,0.67,0.64,stable,paid,0,0,False,False,0,False,False,False
S0173,24100173,2024,2026-27,5,6,DEPT_CSE,2024,B,current,7.06,6.96,6.94,7.0,0.12,61.9,63.0,67.7,62.7,71.6,stable,0.61,77.8,80.5,improving,0,14,0.19,79.5,0,0,0,0,0,0.0,0.64,0.63,stable,paid,0,0,False,False,0,False,False,False
S0174,24100174,2024,2021-22,1,6,DEPT_CSE,2024,B,historical,7.15,7.03,6.78,6.83,0.37,45.5,51.9,40.2,47.7,40.9,improving,0.94,82.9,85.5,improving,2,9,0.14,87.1,0,0,0,0,0,0.0,1.0,0.98,stable,pending,693,0,True,False,0,False,False,False
S0174,24100174,2024,2022-23,2,6,DEPT_CSE,2024,B,historical,6.98,7.19,7.24,7.08,-0.27,59.3,65.9,63.5,65.7,51.1,declining,0.96,83.4,84.8,improving,1,11,0.15,84.0,0,0,2,0,0,0.0,0.95,0.93,stable,paid,0,0,False,False,0,True,False,False
S0174,24100174,2024,2023-24,3,6,DEPT_CSE,2024,B,historical,6.97,6.93,6.79,6.67,0.18,58.2,62.8,60.6,70.4,54.8,stable,0.87,81.6,80.7,stable,2,13,0.19,81.5,0,0,1,0,0,0.0,0.8,0.92,stable,paid,0,0,False,False,0,False,False,False
S0174,24100174,2024,2024-25,4,6,DEPT_CSE,2024,B,historical,6.82,6.59,6.57,6.35,0.25,57.4,57.3,44.1,62.1,62.0,improving,0.92,81.5,81.3,stable,0,12,0.19,81.4,0,0,1,0,0,0.0,0.92,0.9,stable,pending,653,0,True,False,0,False,False,False
S0174,24100174,2024,2026-27,5,6,DEPT_CSE,2024,B,current,6.99,6.81,7.11,7.22,-0.11,50.9,68.6,43.4,60.5,45.7,stable,0.96,81.9,83.4,improving,3,12,0.17,82.8,0,0,1,0,0,0.0,0.94,0.96,stable,paid,0,0,False,False,0,False,False,False
S0175,24100175,2024,2021-22,1,6,DEPT_CSE,2024,B,historical,7.05,7.33,7.34,7.21,-0.29,57.3,58.7,54.9,60.1,64.6,declining,0.61,70.9,74.5,improving,2,16,0.26,71.5,0,0,1,0,0,0.0,0.62,0.64,stable,paid,0,0,False,False,0,True,False,False
S0175,24100175,2024,2022-23,2,6,DEPT_CSE,2024,B,historical,6.62,6.77,6.98,7.04,-0.36,56.7,63.9,56.2,63.9,63.9,declining,0.56,72.3,74.8,improving,2,15,0.25,76.0,0,0,1,0,0,0.0,0.56,0.56,stable,paid,0,0,False,False,0,True,False,False
S0175,24100175,2024,2023-24,3,6,DEPT_CSE,2024,B,historical,7.19,7.35,7.53,7.58,-0.34,63.4,63.4,60.7,66.9,75.8,declining,0.59,69.3,66.7,declining,1,18,0.33,66.4,0,0,0,0,0,0.0,0.54,0.59,stable,paid,0,0,False,False,0,True,False,False
S0175,24100175,2024,2024-25,4,6,DEPT_CSE,2024,B,historical,7.0,7.26,7.62,7.73,-0.62,53.7,48.9,56.8,68.0,64.9,declining,0.66,67.7,69.5,improving,2,21,0.3,66.8,0,0,2,1,0,0.0,0.66,0.62,stable,paid,0,0,False,False,0,True,False,False
S0175,24100175,2024,2026-27,5,6,DEPT_CSE,2024,B,current,6.8,6.7,6.48,6.17,0.32,56.2,41.7,62.9,66.4,66.4,improving,0.65,72.2,74.9,improving,1,19,0.25,71.7,0,0,0,0,0,0.0,0.56,0.63,stable,paid,0,0,False,False,0,False,False,False
S0176,24100176,2024,2021-22,1,6,DEPT_CSE,2024,B,historical,7.55,7.64,7.57,7.79,-0.02,66.0,61.1,67.2,71.6,71.9,stable,0.81,99.0,99.0,stable,0,1,0.01,99.0,0,0,1,0,0,0.0,0.82,0.78,stable,paid,0,0,False,False,0,False,False,False
S0176,24100176,2024,2022-23,2,6,DEPT_CSE,2024,B,historical,7.55,7.69,7.71,7.69,-0.16,53.8,54.8,44.9,57.5,41.2,stable,0.75,96.6,98.9,improving,2,4,0.01,98.4,0,0,2,0,0,0.0,0.76,0.76,stable,paid,0,0,False,False,0,False,False,False
S0176,24100176,2024,2023-24,3,6,DEPT_CSE,2024,B,historical,7.59,7.6,7.37,7.41,0.22,55.3,53.8,68.3,56.9,59.9,stable,0.77,94.7,98.0,improving,2,6,0.02,95.0,0,0,2,0,0,0.0,0.78,0.75,stable,paid,0,0,False,False,0,False,False,False
S0176,24100176,2024,2024-25,4,6,DEPT_CSE,2024,B,historical,7.42,7.8,8.12,7.89,-0.7,63.7,66.5,70.2,65.7,55.6,declining,0.82,97.9,99.0,improving,3,1,0.01,97.5,0,0,2,1,0,0.0,0.85,0.81,stable,paid,0,0,False,False,0,True,False,False
S0176,24100176,2024,2026-27,5,6,DEPT_CSE,2024,B,current,7.38,6.94,6.76,6.61,0.62,58.7,51.2,51.5,60.6,53.3,improving,0.79,96.4,92.6,declining,0,3,0.07,94.5,1,0,3,0,0,1.0,0.79,0.76,stable,paid,0,0,False,False,0,False,False,False
S0177,24100177,2024,2021-22,1,6,DEPT_CSE,2024,B,historical,7.44,7.75,7.95,8.1,-0.51,56.8,56.7,57.8,67.6,58.6,declining,0.82,89.6,89.6,stable,0,5,0.1,91.1,0,0,2,0,0,0.0,0.79,0.76,stable,paid,0,0,False,False,0,True,False,False
S0177,24100177,2024,2022-23,2,6,DEPT_CSE,2024,B,historical,7.37,7.29,7.64,7.51,-0.27,63.9,56.5,60.0,65.2,68.4,declining,0.75,90.0,97.7,improving,3,6,0.02,91.6,0,0,0,0,0,0.0,0.81,0.8,stable,paid,0,0,False,False,0,True,False,False
S0177,24100177,2024,2023-24,3,6,DEPT_CSE,2024,B,historical,7.34,7.53,7.89,7.99,-0.55,62.9,51.3,66.2,64.1,57.6,declining,0.8,89.0,84.9,declining,2,7,0.15,87.9,0,0,2,0,0,0.0,0.76,0.76,stable,paid,0,0,False,False,0,True,False,False
S0177,24100177,2024,2024-25,4,6,DEPT_CSE,2024,B,historical,7.31,7.63,7.67,7.6,-0.36,54.6,55.3,48.4,72.2,67.5,declining,0.78,96.0,93.8,declining,1,6,0.06,97.5,0,0,0,0,0,0.0,0.7,0.72,stable,paid,0,0,False,False,0,True,False,False
S0177,24100177,2024,2026-27,5,6,DEPT_CSE,2024,B,current,6.96,6.67,6.9,7.08,0.07,64.1,64.5,77.4,75.8,78.9,stable,0.69,89.5,91.2,improving,0,6,0.09,89.9,0,0,1,0,0,0.0,0.85,0.76,stable,paid,0,0,False,False,0,False,False,False
S0178,24100178,2024,2021-22,1,6,DEPT_CSE,2024,B,historical,5.62,5.52,5.48,5.59,0.14,51.1,50.8,41.3,63.0,45.3,stable,0.73,86.4,89.0,improving,0,9,0.11,87.2,0,0,0,0,0,0.0,0.73,0.72,stable,paid,0,0,False,False,0,False,False,False
S0178,24100178,2024,2022-23,2,6,DEPT_CSE,2024,B,historical,5.69,5.57,5.62,5.42,0.07,46.3,42.1,41.9,47.4,54.0,stable,0.79,86.0,81.6,declining,2,8,0.18,86.5,0,0,0,1,0,0.0,0.73,0.79,stable,paid,0,0,False,False,0,False,False,False
S0178,24100178,2024,2023-24,3,6,DEPT_CSE,2024,B,historical,5.86,5.96,6.09,5.98,-0.23,48.2,51.7,44.4,60.1,40.2,stable,0.72,89.1,90.0,stable,1,6,0.1,88.2,0,0,2,0,0,0.0,0.8,0.78,stable,paid,0,0,False,False,0,False,False,False
S0178,24100178,2024,2024-25,4,6,DEPT_CSE,2024,B,historical,5.98,5.86,6.13,6.26,-0.15,56.3,57.0,45.5,66.9,69.3,stable,0.76,91.2,89.2,declining,2,8,0.11,90.3,0,0,1,0,0,0.0,0.79,0.74,stable,paid,0,0,False,False,0,False,False,False
S0178,24100178,2024,2026-27,5,6,DEPT_CSE,2024,B,current,5.88,5.44,5.42,5.93,0.46,55.2,47.3,47.0,65.8,57.1,improving,0.73,84.4,85.9,improving,3,10,0.14,86.4,0,0,2,0,0,0.0,0.74,0.73,stable,paid,0,0,False,False,0,False,False,False
S0179,24100179,2024,2021-22,1,6,DEPT_CSE,2024,B,historical,8.76,8.51,8.41,8.37,0.35,61.0,67.7,56.6,68.8,59.1,improving,0.57,98.1,98.0,stable,0,4,0.02,97.4,0,0,0,0,0,0.0,0.53,0.57,stable,paid,0,0,False,False,0,False,False,False
S0179,24100179,2024,2022-23,2,6,DEPT_CSE,2024,B,historical,8.82,8.86,8.91,8.97,-0.09,66.2,68.6,63.2,78.6,68.6,stable,0.63,96.9,97.4,stable,2,1,0.03,95.1,0,0,1,0,0,0.0,0.66,0.64,stable,paid,0,0,False,False,0,False,False,False
S0179,24100179,2024,2023-24,3,6,DEPT_CSE,2024,B,historical,8.82,8.94,8.89,9.31,-0.07,79.2,80.1,73.4,80.2,89.5,stable,0.65,93.4,95.6,improving,0,4,0.04,91.4,0,0,2,0,0,0.0,0.64,0.67,stable,paid,0,0,False,False,0,False,False,False
S0179,24100179,2024,2024-25,4,6,DEPT_CSE,2024,B,historical,8.44,8.42,8.56,8.42,-0.12,62.6,61.7,71.1,60.4,76.2,stable,0.59,93.6,90.9,declining,2,8,0.09,91.9,0,0,2,0,0,0.0,0.6,0.61,stable,paid,0,0,False,False,0,False,False,False
S0179,24100179,2024,2026-27,5,6,DEPT_CSE,2024,B,current,8.74,8.79,9.1,9.15,-0.37,61.7,61.3,71.0,62.4,69.1,declining,0.66,91.8,92.4,stable,0,2,0.08,87.1,0,0,1,0,0,0.0,0.59,0.61,stable,paid,0,0,False,False,0,True,False,False
S0180,24100180,2024,2021-22,1,6,DEPT_CSE,2024,B,historical,6.7,6.83,7.02,7.08,-0.31,66.8,69.1,59.5,71.9,74.8,declining,0.73,77.5,83.5,improving,3,11,0.16,79.1,0,0,2,1,0,0.0,0.69,0.7,stable,paid,0,0,False,False,0,True,False,False
S0180,24100180,2024,2022-23,2,6,DEPT_CSE,2024,B,historical,7.03,6.95,6.66,6.67,0.38,61.9,69.9,53.8,70.9,47.6,improving,0.75,78.7,78.0,stable,1,14,0.22,79.6,0,0,0,1,0,0.0,0.76,0.76,stable,paid,0,0,False,False,0,False,False,False
S0180,24100180,2024,2023-24,3,6,DEPT_CSE,2024,B,historical,7.13,7.17,7.4,7.58,-0.28,59.0,44.2,60.4,63.3,53.9,declining,0.62,70.0,67.2,declining,1,16,0.33,68.6,0,0,1,0,0,0.0,0.7,0.61,stable,paid,0,0,False,False,0,True,False,False
S0180,24100180,2024,2024-25,4,6,DEPT_CSE,2024,B,historical,7.41,7.66,8.0,8.31,-0.59,66.1,69.7,70.9,75.2,68.2,declining,0.68,74.1,81.0,improving,2,15,0.19,74.9,0,0,1,0,0,0.0,0.6,0.67,stable,paid,0,0,False,False,0,True,False,False
S0180,24100180,2024,2026-27,5,6,DEPT_CSE,2024,B,current,7.66,7.71,7.66,7.44,-0.0,66.4,52.4,62.1,70.5,73.5,stable,0.78,68.4,71.5,improving,1,20,0.28,72.4,0,0,0,1,0,0.0,0.71,0.7,stable,paid,0,0,False,False,0,False,False,False
S0181,24200181,2024,2021-22,1,6,DEPT_ECE,2024,A,historical,7.49,7.95,7.96,8.12,-0.47,57.4,53.0,73.6,61.9,66.1,declining,0.5,65.0,68.1,improving,1,23,0.32,65.9,0,0,1,0,0,0.0,0.5,0.48,declining,paid,0,0,False,False,0,True,False,False
S0181,24200181,2024,2022-23,2,6,DEPT_ECE,2024,A,historical,7.82,7.92,8.05,7.87,-0.23,60.4,61.8,57.6,65.8,64.8,stable,0.41,67.0,66.8,stable,1,19,0.33,66.3,0,0,1,0,0,0.0,0.32,0.4,declining,paid,0,0,False,False,0,False,False,True
S0181,24200181,2024,2023-24,3,6,DEPT_ECE,2024,A,historical,7.97,8.19,8.37,8.46,-0.4,64.7,58.7,80.3,67.1,71.7,declining,0.54,68.6,65.7,declining,0,20,0.34,67.5,0,0,2,0,0,0.0,0.39,0.46,declining,overdue,30123,48,True,False,0,True,False,False
S0181,24200181,2024,2024-25,4,6,DEPT_ECE,2024,A,historical,7.23,7.65,7.91,7.88,-0.68,59.1,55.1,65.1,65.1,70.6,declining,0.41,61.6,57.9,declining,11,25,0.42,60.8,0,0,2,0,0,0.0,0.38,0.41,declining,paid,0,0,False,True,11,True,False,True
S0181,24200181,2024,2026-27,5,6,DEPT_ECE,2024,A,current,6.93,7.2,7.5,7.61,-0.56,51.7,50.7,45.9,44.6,44.5,declining,0.47,64.6,65.9,improving,2,22,0.34,65.9,0,0,1,0,0,0.0,0.48,0.44,declining,paid,0,0,False,False,0,True,False,True
